id,title,is_paid,num_subscribers,avg_rating,avg_rating_recent,rating,num_reviews,is_wishlisted,tags
2360884,Xero Advanced Accounting - The Complete Training Course,True,188,4.65625,4.65879,4.65879,48,False,"xero, advanced, accounting, complete, training, course"
1262810,"Flipping Mastery - A Guide To Fiverr, Etsy And Ebay Success",True,7079,3.5,3.23602,3.23602,48,False,"flipping, mastery, guide, fiverr, etsy, ebay, success"
138090,Become Earned Value Management (EVM) Expert,True,182,3.55,3.69647,3.69647,48,False,"earned, value, management, evm, expert"
554828,Improv for Sales: The 30-Day Sales Boost Challenge,True,390,3.9,3.73216,3.73216,48,False,"improv, sales, 30, day, sales, boost, challenge"
1036456,Basics of Private Equity,True,187,3.65,3.559,3.559,48,False,"basics, private, equity"
323828,"An Introduction: MT4 Email, Sound, Notification Forex Alerts",True,2477,3.85,3.59375,3.59375,48,False,"introduction, mt4, email, sound, notification, forex, alerts"
2468332,The Complete Ebay Dropshipping Course Step-By-Step In 2019,True,6085,3.55,4.07512,4.07512,48,False,"complete, ebay, dropshipping, course, step, step, 2019"
1490864,SALES Success MasterClass - How to Become a Killer Salesman,True,1162,4.55,4.36531,4.36531,48,False,"sales, success, masterclass, killer, salesman"
302456,Bookkeeping Made Simple,True,206,4.15,4.28843,4.28843,48,False,"bookkeeping, simple"
1501564,Advanced Deep Learning with Keras,True,393,3.55,3.68998,3.68998,48,False,"advanced, deep, learning, keras"
1735224,Get the resume that worked for all#1firms+resume/CV template,True,2067,4.25,4.17464,4.17464,48,False,"resume, worked, cv, template"
2404104,Food Safety for Managers and Supervisors,True,134,4.56522,4.57331,4.57331,49,False,"food, safety, managers, supervisors"
2544659,Value Stream Mapping Primer: Current State to Future State,True,1908,4.18421,4.19248,4.19248,48,False,"value, stream, mapping, primer, current, state, future, state"
2432550,"Projects, Project Management and the PMP Examination",True,2141,4.3,4.09327,4.09327,48,False,"projects, project, management, pmp, examination"
439898,Recruitment for startups: How to avoid common pitfalls ,True,295,3.75,3.60453,3.60453,48,False,"recruitment, startups, avoid, common, pitfalls"
1207700,How To Start A Digital Product Business: Earn Passive Income,True,1222,4.2,4.49792,4.49792,48,False,"start, digital, product, business, earn, passive, income"
